TEAM,MIN W,MAX W,ROUTE,PRICE,COMPANY
WENCAS DEL SERVICES,1,8,B72,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,1,8,B70,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,1,8,B69,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B56,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B58,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,U01,$5.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,U02,$5.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,U03,$5.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,U04,$5.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,U05,$5.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,U06,$5.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,Y4F,$3.50,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B57,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B52,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B55,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B60,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B69,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B73,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B53,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B51,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B59,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B66,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B70,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B62,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B63,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B67,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B68,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B72,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B61,$4.75,INLAND LOGISTICS
WENCAS DEL SERVICES,9,50,B74,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,1,8,V04,$4.75,EightCig
YANEZ E SERVICES LLC,1,8,V04,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,1,8,V02,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,1,8,V01,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,1,8,V02,$4.75,EightCig
YANEZ E SERVICES LLC,1,8,V03,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,9,50,V02,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,9,50,V04,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,9,50,V01,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,9,50,V03,$4.75,INLAND LOGISTICS
YANEZ E SERVICES LLC,9,50,M10,$4.75,INLAND LOGISTICS
