Zip Code,City,County,Type,State,Route Code
00501,Holtsville,Suffolk,Unique,NY,YO6
00544,Holtsville,Suffolk,Unique,NY,YO6
06001,Avon,Hartford,Standard,CT,C04
06002,Bloomfield,Hartford,Standard,CT,C04
06006,Windsor,Hartford,Unique,CT,C04
06010,Bristol,Hartford,Standard,CT,C04
06011,Bristol,Hartford,P.O. Box,CT,C04
06013,Burlington,Hartford,Standard,CT,C04
06016,Broad Brook,Hartford,Standard,CT,C04
06018,Canaan,Litchfield,Standard,CT,C02
06019,Canton,Hartford,Standard,CT,C04
06020,Canton Center,Hartford,P.O. Box,CT,C04
06021,Colebrook,Litchfield,Standard,CT,C02
06022,Collinsville,Hartford,P.O. Box,CT,C04
06023,East Berlin,Hartford,Standard,CT,C04
06024,East Canaan,Litchfield,Standard,CT,C02
06025,East Glastonbury,Hartford,P.O. Box,CT,C04
06026,East Granby,Hartford,Standard,CT,C04
06027,East Hartland,Hartford,Standard,CT,C04
06028,East Windsor Hill,Hartford,P.O. Box,CT,C04
06029,Ellington,Tolland,Standard,CT,C06
06030,Farmington,Hartford,Unique,CT,C04
06031,Falls Village,Litchfield,Standard,CT,C02
06032,Farmington,Hartford,Standard,CT,C04
06033,Glastonbury,Hartford,Standard,CT,C04
06034,Farmington,Hartford,P.O. Box,CT,C04
06035,Granby,Hartford,Standard,CT,C04
06037,Berlin,Hartford,Standard,CT,C04
06039,Lakeville,Litchfield,Standard,CT,C02
06040,Manchester,Hartford,Standard,CT,C04
06041,Manchester,Hartford,Unique,CT,C04
06042,Manchester,Hartford,Standard,CT,C04
06043,Bolton,Tolland,Standard,CT,C06
06045,Manchester,Hartford,P.O. Box,CT,C04
06050,New Britain,Hartford,P.O. Box,CT,C04
06051,New Britain,Hartford,Standard,CT,C04
06052,New Britain,Hartford,Standard,CT,C04
06053,New Britain,Hartford,Standard,CT,C04
06057,New Hartford,Litchfield,Standard,CT,C02
06058,Norfolk,Litchfield,Standard,CT,C02
06059,North Canton,Hartford,P.O. Box,CT,C04
06060,North Granby,Hartford,Standard,CT,C04
06061,Pine Meadow,Litchfield,P.O. Box,CT,C02
06062,Plainville,Hartford,Standard,CT,C04
06063,Barkhamsted,Litchfield,Standard,CT,C02
06064,Poquonock,Hartford,P.O. Box,CT,C04
06065,Riverton,Litchfield,Standard,CT,C02
06066,Vernon Rockville,Tolland,Standard,CT,C06
06067,Rocky Hill,Hartford,Standard,CT,C04
06068,Salisbury,Litchfield,Standard,CT,C02
06069,Sharon,Litchfield,Standard,CT,C02
06070,Simsbury,Hartford,Standard,CT,C04
06071,Somers,Tolland,Standard,CT,C06
06072,Somersville,Tolland,P.O. Box,CT,C06
06073,South Glastonbury,Hartford,Standard,CT,C04
06074,South Windsor,Hartford,Standard,CT,C04
06075,Stafford,Tolland,P.O. Box,CT,C06
06076,Stafford Springs,Tolland,Standard,CT,C06
06077,Staffordville,Tolland,P.O. Box,CT,C06
06078,Suffield,Hartford,Standard,CT,C04
06079,Taconic,Litchfield,P.O. Box,CT,C02
06080,Suffield,Hartford,Unique,CT,C04
06081,Tariffville,Hartford,Standard,CT,C04
06082,Enfield,Hartford,Standard,CT,C04
06083,Enfield,Hartford,P.O. Box,CT,C04
06084,Tolland,Tolland,Standard,CT,C06
06085,Unionville,Hartford,Standard,CT,C04
06088,East Windsor,Hartford,Standard,CT,C04
06089,Weatogue,Hartford,Standard,CT,C04
06090,West Granby,Hartford,Standard,CT,C04
06091,West Hartland,Hartford,Standard,CT,C04
06092,West Simsbury,Hartford,Standard,CT,C04
06093,West Suffield,Hartford,Standard,CT,C04
06094,Winchester Center,Litchfield,P.O. Box,CT,C02
06095,Windsor,Hartford,Standard,CT,C04
06096,Windsor Locks,Hartford,Standard,CT,C04
06098,Winsted,Litchfield,Standard,CT,C02
06101,Hartford,Hartford,Standard,CT,C04
06102,Hartford,Hartford,P.O. Box,CT,C04
06103,Hartford,Hartford,Standard,CT,C04
06104,Hartford,Hartford,P.O. Box,CT,C04
06105,Hartford,Hartford,Standard,CT,C04
06106,Hartford,Hartford,Standard,CT,C04
06107,West Hartford,Hartford,Standard,CT,C04
06108,East Hartford,Hartford,Standard,CT,C04
06109,Wethersfield,Hartford,Standard,CT,C04
06110,West Hartford,Hartford,Standard,CT,C04
06111,Newington,Hartford,Standard,CT,C04
06112,Hartford,Hartford,Standard,CT,C04
06114,Hartford,Hartford,Standard,CT,C04
06115,Hartford,Hartford,P.O. Box,CT,C04
06117,West Hartford,Hartford,Standard,CT,C04
06118,East Hartford,Hartford,Standard,CT,C04
06119,West Hartford,Hartford,Standard,CT,C04
06120,Hartford,Hartford,Standard,CT,C04
06123,Hartford,Hartford,P.O. Box,CT,C04
06126,Hartford,Hartford,P.O. Box,CT,C04
06127,West Hartford,Hartford,P.O. Box,CT,C04
06128,East Hartford,Hartford,P.O. Box,CT,C04
06129,Wethersfield,Hartford,P.O. Box,CT,C04
06131,Newington,Hartford,P.O. Box,CT,C04
06132,Hartford,Hartford,P.O. Box,CT,C04
06133,West Hartford,Hartford,P.O. Box,CT,C04
06134,Hartford,Hartford,P.O. Box,CT,C04
06137,West Hartford,Hartford,P.O. Box,CT,C04
06138,East Hartford,Hartford,P.O. Box,CT,C04
06140,Hartford,Hartford,P.O. Box,CT,C04
06141,Hartford,Hartford,P.O. Box,CT,C04
06142,Hartford,Hartford,P.O. Box,CT,C04
06143,Hartford,Hartford,P.O. Box,CT,C04
06144,Hartford,Hartford,P.O. Box,CT,C04
06145,Hartford,Hartford,P.O. Box,CT,C04
06146,Hartford,Hartford,P.O. Box,CT,C04
06147,Hartford,Hartford,P.O. Box,CT,C04
06150,Hartford,Hartford,Unique,CT,C04
06151,Hartford,Hartford,Unique,CT,C04
06152,Hartford,Hartford,Standard,CT,C04
06153,Hartford,Hartford,Unique,CT,C04
06154,Hartford,Hartford,Unique,CT,C04
06155,Hartford,Hartford,Unique,CT,C04
06156,Hartford,Hartford,Unique,CT,C04
06160,Hartford,Hartford,Unique,CT,C04
06161,Hartford,Hartford,Unique,CT,C04
06167,Hartford,Hartford,Unique,CT,C04
06176,Hartford,Hartford,Unique,CT,C04
06180,Hartford,Hartford,Unique,CT,C04
06183,Hartford,Hartford,Unique,CT,C04
06199,Hartford,Hartford,P.O. Box,CT,C04
06226,Willimantic,Windham,Standard,CT,C08
06230,Abington,Windham,P.O. Box,CT,C08
06231,Amston,Tolland,Standard,CT,C06
06232,Andover,Tolland,Standard,CT,C06
06233,Ballouville,Windham,P.O. Box,CT,C08
06234,Brooklyn,Windham,Standard,CT,C08
06235,Chaplin,Windham,Standard,CT,C08
06237,Columbia,Tolland,Standard,CT,C06
06238,Coventry,Tolland,Standard,CT,C06
06239,Danielson,Windham,Standard,CT,C08
06241,Dayville,Windham,Standard,CT,C08
06242,Eastford,Windham,Standard,CT,C08
06243,East Killingly,Windham,Standard,CT,C08
06244,East Woodstock,Windham,P.O. Box,CT,C08
06245,Fabyan,Windham,P.O. Box,CT,C08
06246,Grosvenor Dale,Windham,P.O. Box,CT,C08
06247,Hampton,Windham,Standard,CT,C08
06248,Hebron,Tolland,Standard,CT,C06
06249,Lebanon,New London,Standard,CT,C07
06250,Mansfield Center,Tolland,Standard,CT,C06
06251,Mansfield Depot,Tolland,P.O. Box,CT,C06
06254,North Franklin,New London,Standard,CT,C07
06255,North Grosvenordale,Windham,Standard,CT,C08
06256,North Windham,Windham,Standard,CT,C08
06258,Pomfret,Windham,P.O. Box,CT,C08
06259,Pomfret Center,Windham,Standard,CT,C08
06260,Putnam,Windham,Standard,CT,C08
06262,Quinebaug,Windham,Standard,CT,C08
06263,Rogers,Windham,P.O. Box,CT,C08
06264,Scotland,Windham,Standard,CT,C08
06265,South Willington,Tolland,Standard,CT,C06
06266,South Windham,Windham,Standard,CT,C08
06267,South Woodstock,Windham,P.O. Box,CT,C08
06268,Storrs Mansfield,Tolland,Standard,CT,C06
06269,Storrs Mansfield,Tolland,Unique,CT,C06
06277,Thompson,Windham,Standard,CT,C08
06278,Ashford,Windham,Standard,CT,C08
06279,Willington,Tolland,Standard,CT,C06
06280,Windham,Windham,Standard,CT,C08
06281,Woodstock,Windham,Standard,CT,C08
06282,Woodstock Valley,Windham,Standard,CT,C08
06320,New London,New London,Standard,CT,C07
06330,Baltic,New London,Standard,CT,C07
06331,Canterbury,Windham,Standard,CT,C08
06332,Central Village,Windham,P.O. Box,CT,C08
06333,East Lyme,New London,Standard,CT,C07
06334,Bozrah,New London,Standard,CT,C07
06335,Gales Ferry,New London,Standard,CT,C07
06336,Gilman,New London,Standard,CT,C07
06338,Mashantucket,New London,P.O. Box,CT,C07
06339,Ledyard,New London,Standard,CT,C07
06340,Groton,New London,Standard,CT,C07
06349,Groton,New London,P.O. Box,CT,C07
06350,Hanover,New London,P.O. Box,CT,C07
06351,Jewett City,New London,Standard,CT,C07
06353,Montville,New London,Standard,CT,C07
06354,Moosup,Windham,Standard,CT,C08
06355,Mystic,New London,Standard,CT,C07
06357,Niantic,New London,Standard,CT,C07
06359,North Stonington,New London,Standard,CT,C07
06360,Norwich,New London,Standard,CT,C07
06365,Preston,New London,Standard,CT,C07
06370,Oakdale,New London,Standard,CT,C07
06371,Old Lyme,New London,Standard,CT,C07
06372,Old Mystic,New London,P.O. Box,CT,C07
06373,Oneco,Windham,P.O. Box,CT,C08
06374,Plainfield,Windham,Standard,CT,C08
06375,Quaker Hill,New London,Standard,CT,C07
06376,South Lyme,New London,P.O. Box,CT,C07
06377,Sterling,Windham,Standard,CT,C08
06378,Stonington,New London,Standard,CT,C07
06379,Pawcatuck,New London,Standard,CT,C07
06380,Taftville,New London,Standard,CT,C07
06382,Uncasville,New London,Standard,CT,C07
06383,Versailles,New London,P.O. Box,CT,C07
06384,Voluntown,New London,Standard,CT,C07
06385,Waterford,New London,Standard,CT,C07
06387,Wauregan,Windham,P.O. Box,CT,C08
06388,West Mystic,New London,P.O. Box,CT,C07
06389,Yantic,New London,Standard,CT,C07
06390,Fishers Island,Suffolk,P.O. Box,NY,YO4
06401,Ansonia,New Haven,Standard,CT,C03
06403,Beacon Falls,New Haven,Standard,CT,C03
06830,Greenwich,Fairfield,Standard,CT,C01
06405,Branford,New Haven,Standard,CT,C03
06408,Cheshire,New Haven,Unique,CT,C03
06409,Centerbrook,Middlesex,Standard,CT,C05
06410,Cheshire,New Haven,Standard,CT,C03
06411,Cheshire,New Haven,Unique,CT,C03
06412,Chester,Middlesex,Standard,CT,C05
06413,Clinton,Middlesex,Standard,CT,C05
06414,Cobalt,Middlesex,P.O. Box,CT,C05
06415,Colchester,New London,Standard,CT,C07
06416,Cromwell,Middlesex,Standard,CT,C05
06417,Deep River,Middlesex,Standard,CT,C05
06418,Derby,New Haven,Standard,CT,C03
06419,Killingworth,Middlesex,Standard,CT,C05
06420,Salem,New London,Standard,CT,C07
06422,Durham,Middlesex,Standard,CT,C05
06423,East Haddam,Middlesex,Standard,CT,C05
06424,East Hampton,Middlesex,Standard,CT,C05
06426,Essex,Middlesex,Standard,CT,C05
06437,Guilford,New Haven,Standard,CT,C03
06438,Haddam,Middlesex,Standard,CT,C05
06439,Hadlyme,New London,P.O. Box,CT,C07
06831,Greenwich,Fairfield,Standard,CT,C01
06441,Higganum,Middlesex,Standard,CT,C05
06442,Ivoryton,Middlesex,Standard,CT,C05
06443,Madison,New Haven,Standard,CT,C03
06444,Marion,Hartford,P.O. Box,CT,C04
06447,Marlborough,Hartford,Standard,CT,C04
06450,Meriden,New Haven,Standard,CT,C03
06451,Meriden,New Haven,Standard,CT,C03
06455,Middlefield,Middlesex,Standard,CT,C05
06456,Middle Haddam,Middlesex,P.O. Box,CT,C05
06457,Middletown,Middlesex,Standard,CT,C05
06459,Middletown,Middlesex,Unique,CT,C05
06460,Milford,New Haven,Standard,CT,C03
06461,Milford,New Haven,Standard,CT,C03
06467,Milldale,Hartford,P.O. Box,CT,C04
06836,Greenwich,Fairfield,P.O. Box,CT,C01
06469,Moodus,Middlesex,Standard,CT,C05
06471,North Branford,New Haven,Standard,CT,C03
06472,Northford,New Haven,Standard,CT,C03
06473,North Haven,New Haven,Standard,CT,C03
06474,North Westchester,New London,P.O. Box,CT,C07
06475,Old Saybrook,Middlesex,Standard,CT,C05
06477,Orange,New Haven,Standard,CT,C03
06478,Oxford,New Haven,Standard,CT,C03
06479,Plantsville,Hartford,Standard,CT,C04
06480,Portland,Middlesex,Standard,CT,C05
06481,Rockfall,Middlesex,Standard,CT,C05
06901,Stamford,Fairfield,Standard,CT,C01
06807,Cos Cob,Fairfield,Standard,CT,C01
06483,Seymour,New Haven,Standard,CT,C03
06878,Riverside,Fairfield,Standard,CT,C01
06902,Stamford,Fairfield,Standard,CT,C01
06487,South Britain,New Haven,P.O. Box,CT,C03
06488,Southbury,New Haven,Standard,CT,C03
06489,Southington,Hartford,Standard,CT,C04
06903,Stamford,Fairfield,Standard,CT,C01
06492,Wallingford,New Haven,Standard,CT,C03
06493,Wallingford,New Haven,Unique,CT,C03
06494,Wallingford,New Haven,Unique,CT,C03
06495,Wallingford,New Haven,Unique,CT,C03
06498,Westbrook,Middlesex,Standard,CT,C05
06501,New Haven,New Haven,P.O. Box,CT,C03
06502,New Haven,New Haven,P.O. Box,CT,C03
06503,New Haven,New Haven,P.O. Box,CT,C03
06504,New Haven,New Haven,P.O. Box,CT,C03
06505,New Haven,New Haven,P.O. Box,CT,C03
06506,New Haven,New Haven,P.O. Box,CT,C03
06507,New Haven,New Haven,P.O. Box,CT,C03
06508,New Haven,New Haven,P.O. Box,CT,C03
06509,New Haven,New Haven,P.O. Box,CT,C03
06510,New Haven,New Haven,Standard,CT,C03
06511,New Haven,New Haven,Standard,CT,C03
06512,East Haven,New Haven,Standard,CT,C03
06513,New Haven,New Haven,Standard,CT,C03
06514,Hamden,New Haven,Standard,CT,C03
06515,New Haven,New Haven,Standard,CT,C03
06516,West Haven,New Haven,Standard,CT,C03
06517,Hamden,New Haven,Standard,CT,C03
06518,Hamden,New Haven,Standard,CT,C03
06519,New Haven,New Haven,Standard,CT,C03
06520,New Haven,New Haven,P.O. Box,CT,C03
06521,New Haven,New Haven,P.O. Box,CT,C03
06524,Bethany,New Haven,Standard,CT,C03
06525,Woodbridge,New Haven,Standard,CT,C03
06530,New Haven,New Haven,P.O. Box,CT,C03
06531,New Haven,New Haven,P.O. Box,CT,C03
06532,New Haven,New Haven,P.O. Box,CT,C03
06533,New Haven,New Haven,P.O. Box,CT,C03
06534,New Haven,New Haven,P.O. Box,CT,C03
06535,New Haven,New Haven,P.O. Box,CT,C03
06536,New Haven,New Haven,P.O. Box,CT,C03
06537,New Haven,New Haven,Unique,CT,C03
06538,New Haven,New Haven,Unique,CT,C03
06540,New Haven,New Haven,Unique,CT,C03
06904,Stamford,Fairfield,P.O. Box,CT,C01
06905,Stamford,Fairfield,Standard,CT,C01
06906,Stamford,Fairfield,Standard,CT,C01
06907,Stamford,Fairfield,Standard,CT,C01
06910,Stamford,Fairfield,Standard,CT,C01
06911,Stamford,Fairfield,P.O. Box,CT,C01
06912,Stamford,Fairfield,P.O. Box,CT,C01
06913,Stamford,Fairfield,Unique,CT,C01
06914,Stamford,Fairfield,Unique,CT,C01
06926,Stamford,Fairfield,Unique,CT,C01
06927,Stamford,Fairfield,Unique,CT,C01
06870,Old Greenwich,Fairfield,Standard,CT,C01
06820,Darien,Fairfield,Standard,CT,C01
06840,New Canaan,Fairfield,Standard,CT,C01
06850,Norwalk,Fairfield,Standard,CT,C01
06701,Waterbury,New Haven,Standard,CT,C03
06702,Waterbury,New Haven,Standard,CT,C03
06703,Waterbury,New Haven,P.O. Box,CT,C03
06704,Waterbury,New Haven,Standard,CT,C03
06705,Waterbury,New Haven,Standard,CT,C03
06706,Waterbury,New Haven,Standard,CT,C03
06708,Waterbury,New Haven,Standard,CT,C03
06710,Waterbury,New Haven,Standard,CT,C03
06712,Prospect,New Haven,Standard,CT,C03
06716,Wolcott,New Haven,Standard,CT,C03
06720,Waterbury,New Haven,P.O. Box,CT,C03
06721,Waterbury,New Haven,P.O. Box,CT,C03
06722,Waterbury,New Haven,P.O. Box,CT,C03
06723,Waterbury,New Haven,P.O. Box,CT,C03
06724,Waterbury,New Haven,P.O. Box,CT,C03
06725,Waterbury,New Haven,P.O. Box,CT,C03
06726,Waterbury,New Haven,P.O. Box,CT,C03
06749,Waterbury,New Haven,Unique,CT,C03
06750,Bantam,Litchfield,Standard,CT,C02
06751,Bethlehem,Litchfield,Standard,CT,C02
06752,Bridgewater,Litchfield,Standard,CT,C02
06753,Cornwall,Litchfield,P.O. Box,CT,C02
06754,Cornwall Bridge,Litchfield,Standard,CT,C02
06755,Gaylordsville,Litchfield,Standard,CT,C02
06756,Goshen,Litchfield,Standard,CT,C02
06757,Kent,Litchfield,Standard,CT,C02
06758,Lakeside,Litchfield,Standard,CT,C02
06759,Litchfield,Litchfield,Standard,CT,C02
06762,Middlebury,New Haven,Standard,CT,C03
06763,Morris,Litchfield,Standard,CT,C02
06770,Naugatuck,New Haven,Standard,CT,C03
06776,New Milford,Litchfield,Standard,CT,C02
06777,New Preston Marble Dale,Litchfield,Standard,CT,C02
06778,Northfield,Litchfield,Standard,CT,C02
06779,Oakville,Litchfield,Standard,CT,C02
06781,Pequabuck,Litchfield,P.O. Box,CT,C02
06782,Plymouth,Litchfield,Standard,CT,C02
06783,Roxbury,Litchfield,Standard,CT,C02
06851,Norwalk,Fairfield,Standard,CT,C01
06785,South Kent,Litchfield,Standard,CT,C02
06786,Terryville,Litchfield,Standard,CT,C02
06787,Thomaston,Litchfield,Standard,CT,C02
06790,Torrington,Litchfield,Standard,CT,C02
06791,Harwinton,Litchfield,Standard,CT,C02
06792,Torrington,Litchfield,Unique,CT,C02
06793,Washington,Litchfield,Standard,CT,C02
06794,Washington Depot,Litchfield,Standard,CT,C02
06795,Watertown,Litchfield,Standard,CT,C02
06796,West Cornwall,Litchfield,Standard,CT,C02
06798,Woodbury,Litchfield,Standard,CT,C02
06852,Norwalk,Fairfield,P.O. Box,CT,C01
06853,Norwalk,Fairfield,Standard,CT,C01
06854,Norwalk,Fairfield,Standard,CT,C01
06855,Norwalk,Fairfield,Standard,CT,C01
06856,Norwalk,Fairfield,P.O. Box,CT,C01
06857,Norwalk,Fairfield,Unique,CT,C01
06858,Norwalk,Fairfield,Unique,CT,C01
06860,Norwalk,Fairfield,Unique,CT,C01
06897,Wilton,Fairfield,Standard,CT,C01
06880,Westport,Fairfield,Standard,CT,C01
06881,Westport,Fairfield,P.O. Box,CT,C01
06888,Westport,Fairfield,Unique,CT,C01
06889,Westport,Fairfield,Unique,CT,C01
06838,Greens Farms,Fairfield,P.O. Box,CT,C01
06883,Weston,Fairfield,Standard,CT,C01
06824,Fairfield,Fairfield,Standard,CT,C01
06829,Georgetown,Fairfield,P.O. Box,CT,C01
06890,Southport,Fairfield,Standard,CT,C01
06825,Fairfield,Fairfield,Standard,CT,C01
06828,Fairfield,Fairfield,Standard,CT,C01
06612,Easton,Fairfield,Standard,CT,C01
06601,Bridgeport,Fairfield,P.O. Box,CT,C01
06602,Bridgeport,Fairfield,P.O. Box,CT,C01
06604,Bridgeport,Fairfield,Standard,CT,C01
06605,Bridgeport,Fairfield,Standard,CT,C01
06606,Bridgeport,Fairfield,Standard,CT,C01
06607,Bridgeport,Fairfield,Standard,CT,C01
06608,Bridgeport,Fairfield,Standard,CT,C01
06610,Bridgeport,Fairfield,Standard,CT,C01
06673,Bridgeport,Fairfield,Unique,CT,C01
06699,Bridgeport,Fairfield,Unique,CT,C01
06611,Trumbull,Fairfield,Standard,CT,C01
06614,Stratford,Fairfield,Standard,CT,C01
06615,Stratford,Fairfield,Standard,CT,C01
06484,Shelton,Fairfield,Standard,CT,C01
06468,Monroe,Fairfield,Standard,CT,C01
06491,Stevenson,Fairfield,P.O. Box,CT,C01
06404,Botsford,Fairfield,P.O. Box,CT,C01
06470,Newtown,Fairfield,Standard,CT,C01
06482,Sandy Hook,Fairfield,Standard,CT,C01
06440,Hawleyville,Fairfield,P.O. Box,CT,C01
06896,Redding,Fairfield,Standard,CT,C01
06875,Redding Center,Fairfield,P.O. Box,CT,C01
06876,Redding Ridge,Fairfield,P.O. Box,CT,C01
06877,Ridgefield,Fairfield,Standard,CT,C01
06879,Ridgefield,Fairfield,Unique,CT,C01
06810,Danbury,Fairfield,Standard,CT,C01
06811,Danbury,Fairfield,Standard,CT,C01
06813,Danbury,Fairfield,P.O. Box,CT,C01
06801,Bethel,Fairfield,Standard,CT,C01
06804,Brookfield,Fairfield,Standard,CT,C01
06812,New Fairfield,Fairfield,Standard,CT,C01
06784,Sherman,Fairfield,Standard,CT,C01
07001,Avenel,Middlesex,Standard,NJ,J3E
07002,Bayonne,Hudson,Standard,NJ,J3J
07003,Bloomfield,Essex,Standard,NJ,J3G
07004,Fairfield,Essex,Standard,NJ,J3G
07005,Boonton,Morris,Standard,NJ,J3K
07006,Caldwell,Essex,Standard,NJ,J3G
07007,Caldwell,Essex,P.O. Box,NJ,J3G
07008,Carteret,Middlesex,Standard,NJ,J3E
07009,Cedar Grove,Essex,Standard,NJ,J3G
07010,Cliffside Park,Bergen,Standard,NJ,J3I
07011,Clifton,Passaic,Standard,NJ,J3H
07012,Clifton,Passaic,Standard,NJ,J3H
07013,Clifton,Passaic,Standard,NJ,J3H
07014,Clifton,Passaic,Standard,NJ,J3H
07015,Clifton,Passaic,P.O. Box,NJ,J3H
07016,Cranford,Union,Standard,NJ,J3F
07017,East Orange,Essex,Standard,NJ,J3G
07018,East Orange,Essex,Standard,NJ,J3G
07019,East Orange,Essex,P.O. Box,NJ,J3G
07020,Edgewater,Bergen,Standard,NJ,J3I
07021,Essex Fells,Essex,Standard,NJ,J3G
07022,Fairview,Bergen,Standard,NJ,J3I
07023,Fanwood,Union,Standard,NJ,J3F
07024,Fort Lee,Bergen,Standard,NJ,J3I
07026,Garfield,Bergen,Standard,NJ,J3I
07027,Garwood,Union,Standard,NJ,J3F
07028,Glen Ridge,Essex,Standard,NJ,J3G
07029,Harrison,Hudson,Standard,NJ,J3J
07030,Hoboken,Hudson,Standard,NJ,J3J
07031,North Arlington,Bergen,Standard,NJ,J3I
07032,Kearny,Hudson,Standard,NJ,J3J
07033,Kenilworth,Union,Standard,NJ,J3F
07034,Lake Hiawatha,Morris,Standard,NJ,J3K
07035,Lincoln Park,Morris,Standard,NJ,J3K
07036,Linden,Union,Standard,NJ,J3F
07039,Livingston,Essex,Standard,NJ,J3G
07040,Maplewood,Essex,Standard,NJ,J3G
07041,Millburn,Essex,Standard,NJ,J3G
07042,Montclair,Essex,Standard,NJ,J3G
07043,Montclair,Essex,Standard,NJ,J3G
07044,Verona,Essex,Standard,NJ,J3G
07045,Montville,Morris,Standard,NJ,J3K
07046,Mountain Lakes,Morris,Standard,NJ,J3K
07047,North Bergen,Hudson,Standard,NJ,J3J
07050,Orange,Essex,Standard,NJ,J3G
07051,Orange,Essex,P.O. Box,NJ,J3G
07052,West Orange,Essex,Standard,NJ,J3G
07054,Parsippany,Morris,Standard,NJ,J3K
07055,Passaic,Passaic,Standard,NJ,J3H
07057,Wallington,Bergen,Standard,NJ,J3I
07058,Pine Brook,Morris,Standard,NJ,J3K
07059,Warren,Somerset,Standard,NJ,J3D
07060,Plainfield,Union,Standard,NJ,J3F
07061,Plainfield,Union,P.O. Box,NJ,J3F
07062,Plainfield,Union,Standard,NJ,J3F
07063,Plainfield,Union,Standard,NJ,J3F
07064,Port Reading,Middlesex,Standard,NJ,J3E
07065,Rahway,Union,Standard,NJ,J3F
07066,Clark,Union,Standard,NJ,J3F
07067,Colonia,Middlesex,Standard,NJ,J3E
07068,Roseland,Essex,Standard,NJ,J3G
07069,Watchung,Somerset,Standard,NJ,J3D
07070,Rutherford,Bergen,Standard,NJ,J3I
07071,Lyndhurst,Bergen,Standard,NJ,J3I
07072,Carlstadt,Bergen,Standard,NJ,J3I
07073,East Rutherford,Bergen,Standard,NJ,J3I
07074,Moonachie,Bergen,Standard,NJ,J3I
07075,Wood Ridge,Bergen,Standard,NJ,J3I
07076,Scotch Plains,Union,Standard,NJ,J3F
07077,Sewaren,Middlesex,Standard,NJ,J3E
07078,Short Hills,Essex,Standard,NJ,J3G
07079,South Orange,Essex,Standard,NJ,J3G
07080,South Plainfield,Middlesex,Standard,NJ,J3E
07081,Springfield,Union,Standard,NJ,J3F
07082,Towaco,Morris,Standard,NJ,J3K
07083,Union,Union,Standard,NJ,J3F
07086,Weehawken,Hudson,Standard,NJ,J3J
07087,Union City,Hudson,Standard,NJ,J3J
07088,Vauxhall,Union,Standard,NJ,J3F
07090,Westfield,Union,Standard,NJ,J3F
07091,Westfield,Union,P.O. Box,NJ,J3F
07092,Mountainside,Union,Standard,NJ,J3F
07093,West New York,Hudson,Standard,NJ,J3J
07094,Secaucus,Hudson,Standard,NJ,J3J
07095,Woodbridge,Middlesex,Standard,NJ,J3E
07096,Secaucus,Hudson,P.O. Box,NJ,J3J
07097,Jersey City,Hudson,Unique,NJ,J3J
07099,Kearny,Hudson,Unique,NJ,J3J
07101,Newark,Essex,P.O. Box,NJ,J3G
07102,Newark,Essex,Standard,NJ,J3G
07103,Newark,Essex,Standard,NJ,J3G
07104,Newark,Essex,Standard,NJ,J3G
07105,Newark,Essex,Standard,NJ,J3G
07106,Newark,Essex,Standard,NJ,J3G
07107,Newark,Essex,Standard,NJ,J3G
07108,Newark,Essex,Standard,NJ,J3G
07109,Belleville,Essex,Standard,NJ,J3G
07110,Nutley,Essex,Standard,NJ,J3G
07111,Irvington,Essex,Standard,NJ,J3G
07112,Newark,Essex,Standard,NJ,J3G
07114,Newark,Essex,Standard,NJ,J3G
07175,Newark,Essex,Unique,NJ,J3G
07182,Newark,Essex,Unique,NJ,J3G
07184,Newark,Essex,Unique,NJ,J3G
07188,Newark,Essex,Unique,NJ,J3G
07189,Newark,Essex,Unique,NJ,J3G
07191,Newark,Essex,Unique,NJ,J3G
07192,Newark,Essex,Unique,NJ,J3G
07193,Newark,Essex,Unique,NJ,J3G
07194,Newark,Essex,Unique,NJ,J3G
07195,Newark,Essex,Unique,NJ,J3G
07198,Newark,Essex,Unique,NJ,J3G
07199,Newark,Essex,Unique,NJ,J3G
07201,Elizabeth,Union,Standard,NJ,J3F
07202,Elizabeth,Union,Standard,NJ,J3F
07203,Roselle,Union,Standard,NJ,J3F
07204,Roselle Park,Union,Standard,NJ,J3F
07205,Hillside,Union,Standard,NJ,J3F
07206,Elizabethport,Union,Standard,NJ,J3F
07207,Elizabeth,Union,P.O. Box,NJ,J3F
07208,Elizabeth,Union,Standard,NJ,J3F
07302,Jersey City,Hudson,Standard,NJ,J3J
07303,Jersey City,Hudson,P.O. Box,NJ,J3J
07304,Jersey City,Hudson,Standard,NJ,J3J
07305,Jersey City,Hudson,Standard,NJ,J3J
07306,Jersey City,Hudson,Standard,NJ,J3J
07307,Jersey City,Hudson,Standard,NJ,J3J
07308,Jersey City,Hudson,P.O. Box,NJ,J3J
07309,Jersey City,Hudson,Unique,NJ,J3J
07310,Jersey City,Hudson,Standard,NJ,J3J
07311,Jersey City,Hudson,Standard,NJ,J3J
07320,Jersey City,Hudson,Unique,NJ,J3J
07395,Jersey City,Hudson,Unique,NJ,J3J
07399,Jersey City,Hudson,Unique,NJ,J3J
07401,Allendale,Bergen,Standard,NJ,J3I
07403,Bloomingdale,Passaic,Standard,NJ,J3H
07405,Butler,Morris,Standard,NJ,J3K
07407,Elmwood Park,Bergen,Standard,NJ,J3I
07410,Fair Lawn,Bergen,Standard,NJ,J3I
07416,Franklin,Sussex,Standard,NJ,J3L
07417,Franklin Lakes,Bergen,Standard,NJ,J3I
07418,Glenwood,Sussex,Standard,NJ,J3L
