Zip Code,City,County,Type,State,Route Code
12304,Schenectady,Schenectady,Standard,NY,U18
12305,Schenectady,Schenectady,Standard,NY,U18
12306,Schenectady,Schenectady,Standard,NY,U18
12307,Schenectady,Schenectady,Standard,NY,U18
12308,Schenectady,Schenectady,Standard,NY,U18
12309,Schenectady,Schenectady,Standard,NY,U18
12325,Schenectady,Schenectady,P.O. Box,NY,U18
12345,Schenectady,Schenectady,Unique,NY,U18
12401,Kingston,Ulster,Standard,NY,U06
12402,Kingston,Ulster,P.O. Box,NY,U06
12404,Accord,Ulster,Standard,NY,U06
12405,Acra,Greene,Standard,NY,U09
12406,Arkville,Delaware,Standard,NY,U08
12407,Ashland,Greene,Standard,NY,U09
12409,Bearsville,Ulster,Standard,NY,U06
12410,Big Indian,Ulster,Standard,NY,U06
12411,Bloomington,Ulster,Standard,NY,U06
12412,Boiceville,Ulster,Standard,NY,U06
12413,Cairo,Greene,Standard,NY,U09
12414,Catskill,Greene,Standard,NY,U09
12416,Chichester,Ulster,Standard,NY,U06
12417,Connelly,Ulster,P.O. Box,NY,U06
12418,Cornwallville,Greene,Standard,NY,U09
12419,Cottekill,Ulster,Standard,NY,U06
12420,Cragsmoor,Ulster,P.O. Box,NY,U06
12421,Denver,Delaware,Standard,NY,U08
12422,Durham,Greene,Standard,NY,U09
12423,East Durham,Greene,Standard,NY,U09
12424,East Jewett,Greene,Standard,NY,U09
12427,Elka Park,Greene,Standard,NY,U09
12428,Ellenville,Ulster,Standard,NY,U06
12429,Esopus,Ulster,P.O. Box,NY,U06
12430,Fleischmanns,Delaware,Standard,NY,U08
12431,Freehold,Greene,Standard,NY,U09
12432,Glasco,Ulster,P.O. Box,NY,U06
12433,Glenford,Ulster,Standard,NY,U06
12434,Grand Gorge,Delaware,Standard,NY,U08
12435,Greenfield Park,Ulster,Standard,NY,U06
12436,Haines Falls,Greene,P.O. Box,NY,U09
12438,Halcottsville,Delaware,P.O. Box,NY,U08
12439,Hensonville,Greene,Standard,NY,U09
12440,High Falls,Ulster,Standard,NY,U06
12441,Highmount,Ulster,P.O. Box,NY,U06
12442,Hunter,Greene,Standard,NY,U09
12443,Hurley,Ulster,Standard,NY,U06
12444,Jewett,Greene,Standard,NY,U09
12446,Kerhonkson,Ulster,Standard,NY,U06
12448,Lake Hill,Ulster,Standard,NY,U06
12449,Lake Katrine,Ulster,Standard,NY,U06
12450,Lanesville,Greene,Standard,NY,U09
12451,Leeds,Greene,Standard,NY,U09
12452,Lexington,Greene,P.O. Box,NY,U09
12453,Malden On Hudson,Ulster,P.O. Box,NY,U06
12454,Maplecrest,Greene,Standard,NY,U09
12455,Margaretville,Delaware,Standard,NY,U08
12456,Mount Marion,Ulster,Standard,NY,U06
12457,Mount Tremper,Ulster,Standard,NY,U06
12458,Napanoch,Ulster,Standard,NY,U06
12459,New Kingston,Delaware,P.O. Box,NY,U08
12460,Oak Hill,Greene,Standard,NY,U09
12461,Olivebridge,Ulster,Standard,NY,U06
12463,Palenville,Greene,Standard,NY,U09
12464,Phoenicia,Ulster,Standard,NY,U06
12465,Pine Hill,Ulster,Standard,NY,U06
12466,Port Ewen,Ulster,Standard,NY,U06
12468,Prattsville,Greene,Standard,NY,U09
12469,Preston Hollow,Albany,Standard,NY,U12
12470,Purling,Greene,Standard,NY,U09
12471,Rifton,Ulster,P.O. Box,NY,U06
12472,Rosendale,Ulster,Standard,NY,U06
12473,Round Top,Greene,Standard,NY,U09
12474,Roxbury,Delaware,Standard,NY,U08
12475,Ruby,Ulster,P.O. Box,NY,U06
12477,Saugerties,Ulster,Standard,NY,U06
12480,Shandaken,Ulster,Standard,NY,U06
12481,Shokan,Ulster,Standard,NY,U06
12482,South Cairo,Greene,Standard,NY,U09
12483,Spring Glen,Ulster,P.O. Box,NY,U06
12484,Stone Ridge,Ulster,Standard,NY,U06
12485,Tannersville,Greene,Standard,NY,U09
12486,Tillson,Ulster,Standard,NY,U06
12487,Ulster Park,Ulster,Standard,NY,U06
12489,Wawarsing,Ulster,P.O. Box,NY,U06
12490,West Camp,Ulster,P.O. Box,NY,U06
12491,West Hurley,Ulster,Standard,NY,U06
12492,West Kill,Greene,Standard,NY,U09
12493,West Park,Ulster,P.O. Box,NY,U06
12494,West Shokan,Ulster,Standard,NY,U06
12495,Willow,Ulster,Standard,NY,U06
12496,Windham,Greene,Standard,NY,U09
12498,Woodstock,Ulster,Standard,NY,U06
12501,Amenia,Dutchess,Standard,NY,U05
12502,Ancram,Columbia,Standard,NY,U10
12503,Ancramdale,Columbia,Standard,NY,U10
12504,Annandale On Hudson,Dutchess,P.O. Box,NY,U05
12506,Bangall,Dutchess,P.O. Box,NY,U05
12507,Barrytown,Dutchess,Standard,NY,U05
12508,Beacon,Dutchess,Standard,NY,U05
12510,Billings,Dutchess,P.O. Box,NY,U05
12511,Castle Point,Dutchess,P.O. Box,NY,U05
12512,Chelsea,Dutchess,P.O. Box,NY,U05
12513,Claverack,Columbia,Standard,NY,U10
12514,Clinton Corners,Dutchess,Standard,NY,U05
12515,Clintondale,Ulster,Standard,NY,U06
12516,Copake,Columbia,Standard,NY,U10
12517,Copake Falls,Columbia,Standard,NY,U10
12518,Cornwall,Orange,Standard,NY,U04
12520,Cornwall On Hudson,Orange,Standard,NY,U04
12521,Craryville,Columbia,Standard,NY,U10
12522,Dover Plains,Dutchess,Standard,NY,U05
12523,Elizaville,Columbia,Standard,NY,U10
12524,Fishkill,Dutchess,Standard,NY,U05
12525,Gardiner,Ulster,Standard,NY,U06
12526,Germantown,Columbia,Standard,NY,U10
12527,Glenham,Dutchess,P.O. Box,NY,U05
12528,Highland,Ulster,Standard,NY,U06
12529,Hillsdale,Columbia,Standard,NY,U10
12530,Hollowville,Columbia,P.O. Box,NY,U10
12531,Holmes,Dutchess,Standard,NY,U05
12533,Hopewell Junction,Dutchess,Standard,NY,U05
12534,Hudson,Columbia,Standard,NY,U10
12537,Hughsonville,Dutchess,P.O. Box,NY,U05
12538,Hyde Park,Dutchess,Standard,NY,U05
12540,Lagrangeville,Dutchess,Standard,NY,U05
12541,Livingston,Columbia,P.O. Box,NY,U10
12542,Marlboro,Ulster,Standard,NY,U06
12543,Maybrook,Orange,Standard,NY,U04
12544,Mellenville,Columbia,P.O. Box,NY,U10
12545,Millbrook,Dutchess,Standard,NY,U05
12546,Millerton,Dutchess,Standard,NY,U05
12547,Milton,Ulster,Standard,NY,U06
12548,Modena,Ulster,Standard,NY,U06
12549,Montgomery,Orange,Standard,NY,U04
12550,Newburgh,Orange,Standard,NY,U04
12551,Newburgh,Orange,P.O. Box,NY,U04
12552,Newburgh,Orange,P.O. Box,NY,U04
12553,New Windsor,Orange,Standard,NY,U04
12555,Newburgh,Orange,P.O. Box,NY,U04
12561,New Paltz,Ulster,Standard,NY,U06
12563,Patterson,Putnam,Standard,NY,U03
12564,Pawling,Dutchess,Standard,NY,U05
12565,Philmont,Columbia,Standard,NY,U10
12566,Pine Bush,Orange,Standard,NY,U04
12567,Pine Plains,Dutchess,Standard,NY,U05
12568,Plattekill,Ulster,P.O. Box,NY,U06
12569,Pleasant Valley,Dutchess,Standard,NY,U05
12570,Poughquag,Dutchess,Standard,NY,U05
12571,Red Hook,Dutchess,Standard,NY,U05
12572,Rhinebeck,Dutchess,Standard,NY,U05
12574,Rhinecliff,Dutchess,P.O. Box,NY,U05
12575,Rock Tavern,Orange,Standard,NY,U04
12577,Salisbury Mills,Orange,Standard,NY,U04
12578,Salt Point,Dutchess,Standard,NY,U05
12580,Staatsburg,Dutchess,Standard,NY,U05
12581,Stanfordville,Dutchess,Standard,NY,U05
12582,Stormville,Dutchess,Standard,NY,U05
12583,Tivoli,Dutchess,Standard,NY,U05
12584,Vails Gate,Orange,P.O. Box,NY,U04
12585,Verbank,Dutchess,Standard,NY,U05
12586,Walden,Orange,Standard,NY,U04
12588,Walker Valley,Ulster,P.O. Box,NY,U06
12589,Wallkill,Ulster,Standard,NY,U06
12590,Wappingers Falls,Dutchess,Standard,NY,U05
12592,Wassaic,Dutchess,Standard,NY,U05
12594,Wingdale,Dutchess,Standard,NY,U05
12601,Poughkeepsie,Dutchess,Standard,NY,U05
12602,Poughkeepsie,Dutchess,P.O. Box,NY,U05
12603,Poughkeepsie,Dutchess,Standard,NY,U05
12604,Poughkeepsie,Dutchess,Unique,NY,U05
12701,Monticello,Sullivan,Standard,NY,U07
12719,Barryville,Sullivan,Standard,NY,U07
12720,Bethel,Sullivan,Standard,NY,U07
12721,Bloomingburg,Sullivan,Standard,NY,U07
12722,Burlingham,Sullivan,P.O. Box,NY,U07
12723,Callicoon,Sullivan,Standard,NY,U07
12724,Callicoon Center,Sullivan,P.O. Box,NY,U07
12725,Claryville,Sullivan,Standard,NY,U07
12726,Cochecton,Sullivan,Standard,NY,U07
12727,Cochecton,Sullivan,Standard,NY,U07
12729,Cuddebackville,Orange,Standard,NY,U04
12732,Eldred,Sullivan,Standard,NY,U07
12733,Fallsburg,Sullivan,Standard,NY,U07
12734,Ferndale,Sullivan,Standard,NY,U07
12736,Fremont Center,Sullivan,Standard,NY,U07
12737,Glen Spey,Sullivan,Standard,NY,U07
12738,Glen Wild,Sullivan,Standard,NY,U07
12740,Grahamsville,Sullivan,Standard,NY,U07
12741,Hankins,Sullivan,Standard,NY,U07
12742,Harris,Sullivan,Standard,NY,U07
12743,Highland Lake,Sullivan,Standard,NY,U07
12745,Hortonville,Sullivan,Standard,NY,U07
12746,Huguenot,Orange,Standard,NY,U04
12747,Hurleyville,Sullivan,Standard,NY,U07
12748,Jeffersonville,Sullivan,Standard,NY,U07
12749,Kauneonga Lake,Sullivan,P.O. Box,NY,U07
12750,Kenoza Lake,Sullivan,Standard,NY,U07
12751,Kiamesha Lake,Sullivan,Standard,NY,U07
12752,Lake Huntington,Sullivan,Standard,NY,U07
12754,Liberty,Sullivan,Standard,NY,U07
12758,Livingston Manor,Sullivan,Standard,NY,U07
12759,Loch Sheldrake,Sullivan,Standard,NY,U07
12760,Long Eddy,Sullivan,Standard,NY,U07
12762,Mongaup Valley,Sullivan,Standard,NY,U07
12763,Mountain Dale,Sullivan,Standard,NY,U07
12764,Narrowsburg,Sullivan,Standard,NY,U07
12765,Neversink,Sullivan,Standard,NY,U07
12766,North Branch,Sullivan,Standard,NY,U07
12767,Obernburg,Sullivan,P.O. Box,NY,U07
12768,Parksville,Sullivan,Standard,NY,U07
12769,Phillipsport,Sullivan,P.O. Box,NY,U07
12770,Pond Eddy,Sullivan,Standard,NY,U07
12771,Port Jervis,Orange,Standard,NY,U04
12775,Rock Hill,Sullivan,Standard,NY,U07
12776,Roscoe,Sullivan,Standard,NY,U07
12777,Forestburgh,Sullivan,Standard,NY,U07
12778,Smallwood,Sullivan,P.O. Box,NY,U07
12779,South Fallsburg,Sullivan,Standard,NY,U07
12780,Sparrow Bush,Orange,Standard,NY,U04
12781,Summitville,Sullivan,P.O. Box,NY,U07
12783,Swan Lake,Sullivan,Standard,NY,U07
12784,Thompsonville,Sullivan,P.O. Box,NY,U07
12785,Westbrookville,Sullivan,P.O. Box,NY,U07
12786,White Lake,Sullivan,Standard,NY,U07
12787,White Sulphur Springs,Sullivan,Standard,NY,U07
12788,Woodbourne,Sullivan,Standard,NY,U07
12789,Woodridge,Sullivan,Standard,NY,U07
12790,Wurtsboro,Sullivan,Standard,NY,U07
12791,Youngsville,Sullivan,Standard,NY,U07
12792,Yulan,Sullivan,Standard,NY,U07
12801,Glens Falls,Warren,Standard,NY,U21
12803,South Glens Falls,Saratoga,Standard,NY,U19
12804,Queensbury,Warren,Standard,NY,U21
12808,Adirondack,Warren,Standard,NY,U21
12809,Argyle,Washington,Standard,NY,U20
12810,Athol,Warren,Standard,NY,U21
12811,Bakers Mills,Warren,P.O. Box,NY,U21
12812,Blue Mountain Lake,Hamilton,Standard,NY,U22
12814,Bolton Landing,Warren,Standard,NY,U21
12815,Brant Lake,Warren,Standard,NY,U21
12816,Cambridge,Washington,Standard,NY,U20
12817,Chestertown,Warren,Standard,NY,U21
12819,Clemons,Washington,Standard,NY,U20
12820,Cleverdale,Warren,P.O. Box,NY,U21
12821,Comstock,Washington,Standard,NY,U20
12822,Corinth,Saratoga,Standard,NY,U19
12823,Cossayuna,Washington,Standard,NY,U20
12824,Diamond Point,Warren,Standard,NY,U21
12827,Fort Ann,Washington,Standard,NY,U20
12828,Fort Edward,Washington,Standard,NY,U20
12831,Gansevoort,Saratoga,Standard,NY,U19
12832,Granville,Washington,Standard,NY,U20
12833,Greenfield Center,Saratoga,Standard,NY,U19
12834,Greenwich,Washington,Standard,NY,U20
12835,Hadley,Saratoga,Standard,NY,U19
12836,Hague,Warren,Standard,NY,U21
12837,Hampton,Washington,Standard,NY,U20
12838,Hartford,Washington,Standard,NY,U20
12839,Hudson Falls,Washington,Standard,NY,U20
12841,Huletts Landing,Washington,P.O. Box,NY,U20
12842,Indian Lake,Hamilton,Standard,NY,U22
12843,Johnsburg,Warren,Standard,NY,U21
12844,Kattskill Bay,Warren,Standard,NY,U21
12845,Lake George,Warren,Standard,NY,U21
12846,Lake Luzerne,Warren,Standard,NY,U21
12847,Long Lake,Hamilton,Standard,NY,U22
12848,Middle Falls,Washington,P.O. Box,NY,U20
12849,Middle Granville,Washington,Standard,NY,U20
12850,Middle Grove,Saratoga,Standard,NY,U19
12851,Minerva,Essex,Standard,NY,U23
12852,Newcomb,Essex,Standard,NY,U23
12853,North Creek,Warren,Standard,NY,U21
12854,North Granville,Washington,Standard,NY,U20
12855,North Hudson,Essex,Standard,NY,U23
12856,North River,Warren,P.O. Box,NY,U21
12857,Olmstedville,Essex,Standard,NY,U23
12858,Paradox,Essex,Standard,NY,U23
12859,Porter Corners,Saratoga,Standard,NY,U19
12860,Pottersville,Warren,Standard,NY,U21
12861,Putnam Station,Washington,Standard,NY,U20
12862,Riparius,Warren,P.O. Box,NY,U21
12863,Rock City Falls,Saratoga,Standard,NY,U19
12864,Sabael,Hamilton,Standard,NY,U22
12865,Salem,Washington,Standard,NY,U20
12866,Saratoga Springs,Saratoga,Standard,NY,U19
12870,Schroon Lake,Essex,Standard,NY,U23
12871,Schuylerville,Saratoga,Standard,NY,U19
12872,Severance,Essex,P.O. Box,NY,U23
12873,Shushan,Washington,Standard,NY,U20
12874,Silver Bay,Warren,Standard,NY,U21
12878,Stony Creek,Warren,Standard,NY,U21
12879,Newcomb,Essex,Standard,NY,U23
12883,Ticonderoga,Essex,Standard,NY,U23
12884,Victory Mills,Saratoga,P.O. Box,NY,U19
12885,Warrensburg,Warren,Standard,NY,U21
12886,Wevertown,Warren,Standard,NY,U21
12887,Whitehall,Washington,Standard,NY,U20
12901,Plattsburgh,Clinton,Standard,NY,U24
12903,Plattsburgh,Clinton,Standard,NY,U24
12910,Altona,Clinton,Standard,NY,U24
12911,Keeseville,Clinton,Standard,NY,U24
12912,Au Sable Forks,Clinton,Standard,NY,U24
12913,Bloomingdale,Essex,Standard,NY,U23
12914,Bombay,Franklin,Standard,NY,U25
12915,Brainardsville,Franklin,P.O. Box,NY,U25
12916,Brushton,Franklin,Standard,NY,U25
12917,Burke,Franklin,Standard,NY,U25
12918,Cadyville,Clinton,Standard,NY,U24
12919,Champlain,Clinton,Standard,NY,U24
12920,Chateaugay,Franklin,Standard,NY,U25
12921,Chazy,Clinton,Standard,NY,U24
12922,Childwold,Saint Lawrence,Standard,NY,U26
12923,Churubusco,Clinton,Standard,NY,U24
12924,Keeseville,Clinton,Standard,NY,U24
12926,Constable,Franklin,Standard,NY,U25
12927,Cranberry Lake,Saint Lawrence,P.O. Box,NY,U26
12928,Crown Point,Essex,Standard,NY,U23
12929,Dannemora,Clinton,P.O. Box,NY,U24
12930,Dickinson Center,Franklin,Standard,NY,U25
12932,Elizabethtown,Essex,Standard,NY,U23
12933,Ellenburg,Clinton,P.O. Box,NY,U24
12934,Ellenburg Center,Clinton,Standard,NY,U24
12935,Ellenburg Depot,Clinton,Standard,NY,U24
12936,Essex,Essex,Standard,NY,U23
12937,Fort Covington,Franklin,Standard,NY,U25
12939,Gabriels,Franklin,P.O. Box,NY,U25
12941,Jay,Essex,Standard,NY,U23
12942,Keene,Essex,Standard,NY,U23
12943,Keene Valley,Essex,Standard,NY,U23
12944,Keeseville,Clinton,Standard,NY,U24
12945,Lake Clear,Franklin,Standard,NY,U25
12946,Lake Placid,Essex,Standard,NY,U23
12949,Lawrenceville,Saint Lawrence,Standard,NY,U26
12950,Lewis,Essex,Standard,NY,U23
12952,Lyon Mountain,Clinton,Standard,NY,U24
12953,Malone,Franklin,Standard,NY,U25
12955,Lyon Mountain,Clinton,Standard,NY,U24
12956,Mineville,Essex,Standard,NY,U23
12957,Moira,Franklin,Standard,NY,U25
12958,Mooers,Clinton,Standard,NY,U24
12959,Mooers Forks,Clinton,Standard,NY,U24
12960,Moriah,Essex,Standard,NY,U23
12961,Moriah Center,Essex,Standard,NY,U23
12962,Morrisonville,Clinton,Standard,NY,U24
12964,New Russia,Essex,Standard,NY,U23
12965,Nicholville,Saint Lawrence,Standard,NY,U26
12966,North Bangor,Franklin,Standard,NY,U25
12967,North Lawrence,Saint Lawrence,Standard,NY,U26
12969,Owls Head,Franklin,Standard,NY,U25
12970,Paul Smiths,Franklin,Standard,NY,U25
12972,Peru,Clinton,Standard,NY,U24
12973,Piercefield,Saint Lawrence,P.O. Box,NY,U26
12974,Port Henry,Essex,Standard,NY,U23
12975,Port Kent,Essex,P.O. Box,NY,U23
12976,Rainbow Lake,Franklin,P.O. Box,NY,U25
12977,Ray Brook,Essex,P.O. Box,NY,U23
12978,Redford,Clinton,Standard,NY,U24
12979,Rouses Point,Clinton,Standard,NY,U24
12980,Saint Regis Falls,Franklin,Standard,NY,U25
12981,Saranac,Clinton,Standard,NY,U24
12983,Saranac Lake,Franklin,Standard,NY,U25
12985,Schuyler Falls,Clinton,Standard,NY,U24
12986,Tupper Lake,Franklin,Standard,NY,U25
12987,Upper Jay,Essex,Standard,NY,U23
12989,Vermontville,Franklin,Standard,NY,U25
12992,West Chazy,Clinton,Standard,NY,U24
12993,Westport,Essex,Standard,NY,U23
12995,Whippleville,Franklin,P.O. Box,NY,U25
12996,Willsboro,Essex,Standard,NY,U23
12997,Wilmington,Essex,Standard,NY,U23
12998,Witherbee,Essex,Standard,NY,U23
13020,Apulia Station,Onondaga,P.O. Box,NY,U34
13021,Auburn,Cayuga,Standard,NY,U36
13022,Auburn,Cayuga,P.O. Box,NY,U36
13024,Auburn,Cayuga,Unique,NY,U36
13026,Aurora,Cayuga,Standard,NY,U36
13027,Baldwinsville,Onondaga,Standard,NY,U34
13028,Bernhards Bay,Oswego,Standard,NY,U35
13029,Brewerton,Onondaga,Standard,NY,U34
13030,Bridgeport,Onondaga,Standard,NY,U34
13031,Camillus,Onondaga,Standard,NY,U34
13032,Canastota,Madison,Standard,NY,U30
13033,Cato,Cayuga,Standard,NY,U36
13034,Cayuga,Cayuga,Standard,NY,U36
13035,Cazenovia,Madison,Standard,NY,U30
13036,Central Square,Oswego,Standard,NY,U35
13037,Chittenango,Madison,Standard,NY,U30
13039,Cicero,Onondaga,Standard,NY,U34
13040,Cincinnatus,Cortland,Standard,NY,U33
13041,Clay,Onondaga,Standard,NY,U34
13042,Cleveland,Oswego,Standard,NY,U35
13043,Clockville,Madison,P.O. Box,NY,U30
13044,Constantia,Oswego,Standard,NY,U35
13045,Cortland,Cortland,Standard,NY,U33
13051,Delphi Falls,Onondaga,P.O. Box,NY,U34
13052,De Ruyter,Madison,Standard,NY,U30
13053,Dryden,Tompkins,Standard,NY,U37
13054,Durhamville,Oneida,Standard,NY,U29
13056,East Homer,Cortland,P.O. Box,NY,U33
13057,East Syracuse,Onondaga,Standard,NY,U34
13060,Elbridge,Onondaga,Standard,NY,U34
13061,Erieville,Madison,Standard,NY,U30
13062,Etna,Tompkins,P.O. Box,NY,U37
13063,Fabius,Onondaga,Standard,NY,U34
13064,Fair Haven,Cayuga,P.O. Box,NY,U36
13065,Fayette,Seneca,P.O. Box,NY,U40
13066,Fayetteville,Onondaga,Standard,NY,U34
13068,Freeville,Tompkins,Standard,NY,U37
13069,Fulton,Oswego,Standard,NY,U35
13071,Genoa,Cayuga,Standard,NY,U36
13072,Georgetown,Madison,Standard,NY,U30
13073,Groton,Tompkins,Standard,NY,U37
13074,Hannibal,Oswego,Standard,NY,U35
13076,Hastings,Oswego,Standard,NY,U35
13077,Homer,Cortland,Standard,NY,U33
13078,Jamesville,Onondaga,Standard,NY,U34
13080,Jordan,Onondaga,Standard,NY,U34
13081,King Ferry,Cayuga,Standard,NY,U36
13082,Kirkville,Onondaga,Standard,NY,U34
13083,Lacona,Oswego,Standard,NY,U35
13084,La Fayette,Onondaga,Standard,NY,U34
13087,Little York,Cortland,P.O. Box,NY,U33
13088,Liverpool,Onondaga,Standard,NY,U34
13089,Liverpool,Onondaga,P.O. Box,NY,U34
13090,Liverpool,Onondaga,Standard,NY,U34
13092,Locke,Cayuga,Standard,NY,U36
13093,Lycoming,Oswego,P.O. Box,NY,U35
13101,Mc Graw,Cortland,Standard,NY,U33
13102,Mc Lean,Tompkins,P.O. Box,NY,U37
13103,Mallory,Oswego,Standard,NY,U35
13104,Manlius,Onondaga,Standard,NY,U34
13107,Maple View,Oswego,P.O. Box,NY,U35
13108,Marcellus,Onondaga,Standard,NY,U34
13110,Marietta,Onondaga,Standard,NY,U34
13111,Martville,Cayuga,Standard,NY,U36
13112,Memphis,Onondaga,Standard,NY,U34
13113,Meridian,Cayuga,P.O. Box,NY,U36
13114,Mexico,Oswego,Standard,NY,U35
13115,Minetto,Oswego,P.O. Box,NY,U35
13116,Minoa,Onondaga,Standard,NY,U34
13117,Montezuma,Cayuga,P.O. Box,NY,U36
13118,Moravia,Cayuga,Standard,NY,U36
13119,Mottville,Onondaga,P.O. Box,NY,U34
13120,Nedrow,Onondaga,Standard,NY,U34
13121,New Haven,Oswego,P.O. Box,NY,U35
13122,New Woodstock,Madison,Standard,NY,U30
13123,North Bay,Oneida,P.O. Box,NY,U29
13124,North Pitcher,Chenango,Standard,NY,U31
13126,Oswego,Oswego,Standard,NY,U35
13131,Parish,Oswego,Standard,NY,U35
13132,Pennellville,Oswego,Standard,NY,U35
13134,Peterboro,Madison,P.O. Box,NY,U30
13135,Phoenix,Oswego,Standard,NY,U35
13136,Pitcher,Chenango,Standard,NY,U31
13137,Plainville,Onondaga,P.O. Box,NY,U34
13138,Pompey,Onondaga,P.O. Box,NY,U34
13139,Poplar Ridge,Cayuga,P.O. Box,NY,U36
13140,Port Byron,Cayuga,Standard,NY,U36
13141,Preble,Cortland,Standard,NY,U33
13142,Pulaski,Oswego,Standard,NY,U35
13143,Red Creek,Wayne,Standard,NY,U39
13144,Richland,Oswego,Standard,NY,U35
13145,Sandy Creek,Oswego,Standard,NY,U35
13146,Savannah,Wayne,Standard,NY,U39
13147,Scipio Center,Cayuga,Standard,NY,U36
13148,Seneca Falls,Seneca,Standard,NY,U40
13152,Skaneateles,Onondaga,Standard,NY,U34
13153,Skaneateles Falls,Onondaga,P.O. Box,NY,U34
13154,South Butler,Wayne,P.O. Box,NY,U39
13155,South Otselic,Chenango,Standard,NY,U31
13156,Sterling,Cayuga,Standard,NY,U36
13157,Sylvan Beach,Oneida,P.O. Box,NY,U29
13158,Truxton,Cortland,Standard,NY,U33
13159,Tully,Onondaga,Standard,NY,U34
13160,Union Springs,Cayuga,Standard,NY,U36
13162,Verona Beach,Oneida,P.O. Box,NY,U29
13163,Wampsville,Madison,P.O. Box,NY,U30
13164,Warners,Onondaga,Standard,NY,U34
13165,Waterloo,Seneca,Standard,NY,U40
13166,Weedsport,Cayuga,Standard,NY,U36
13167,West Monroe,Oswego,Standard,NY,U35
13201,Syracuse,Onondaga,P.O. Box,NY,U34
13202,Syracuse,Onondaga,Standard,NY,U34
13203,Syracuse,Onondaga,Standard,NY,U34
13204,Syracuse,Onondaga,Standard,NY,U34
13205,Syracuse,Onondaga,Standard,NY,U34
13206,Syracuse,Onondaga,Standard,NY,U34
13207,Syracuse,Onondaga,Standard,NY,U34
13208,Syracuse,Onondaga,Standard,NY,U34
13209,Syracuse,Onondaga,Standard,NY,U34
13210,Syracuse,Onondaga,Standard,NY,U34
13211,Syracuse,Onondaga,Standard,NY,U34
13212,Syracuse,Onondaga,Standard,NY,U34
13214,Syracuse,Onondaga,Standard,NY,U34
13215,Syracuse,Onondaga,Standard,NY,U34
13217,Syracuse,Onondaga,P.O. Box,NY,U34
13218,Syracuse,Onondaga,P.O. Box,NY,U34
13219,Syracuse,Onondaga,Standard,NY,U34
13220,Syracuse,Onondaga,P.O. Box,NY,U34
13221,Syracuse,Onondaga,P.O. Box,NY,U34
13224,Syracuse,Onondaga,Standard,NY,U34
13225,Syracuse,Onondaga,Unique,NY,U34
13235,Syracuse,Onondaga,P.O. Box,NY,U34
13244,Syracuse,Onondaga,Unique,NY,U34
13250,Syracuse,Onondaga,Unique,NY,U34
13251,Syracuse,Onondaga,Unique,NY,U34
13252,Syracuse,Onondaga,Unique,NY,U34
13261,Syracuse,Onondaga,P.O. Box,NY,U34
13290,Syracuse,Onondaga,P.O. Box,NY,U34
13301,Alder Creek,Oneida,Standard,NY,U29
13302,Altmar,Oswego,Standard,NY,U35
13303,Ava,Oneida,Standard,NY,U29
13304,Barneveld,Oneida,Standard,NY,U29
13305,Beaver Falls,Lewis,P.O. Box,NY,U28
13308,Blossvale,Oneida,Standard,NY,U29
13309,Boonville,Oneida,Standard,NY,U29
13310,Bouckville,Madison,Standard,NY,U30
13312,Brantingham,Lewis,P.O. Box,NY,U28
13313,Bridgewater,Oneida,P.O. Box,NY,U29
13314,Brookfield,Madison,Standard,NY,U30
13315,Burlington Flats,Otsego,Standard,NY,U14
13316,Camden,Oneida,Standard,NY,U29
13317,Canajoharie,Montgomery,Standard,NY,U18
13318,Cassville,Oneida,Standard,NY,U29
13319,Chadwicks,Oneida,Standard,NY,U29
13320,Cherry Valley,Otsego,Standard,NY,U14
13321,Clark Mills,Oneida,P.O. Box,NY,U29
13322,Clayville,Oneida,Standard,NY,U29
13323,Clinton,Oneida,Standard,NY,U29
13324,Cold Brook,Herkimer,Standard,NY,U15
13325,Constableville,Lewis,Standard,NY,U28
13326,Cooperstown,Otsego,Standard,NY,U14
13327,Croghan,Lewis,Standard,NY,U28
13328,Deansboro,Oneida,Standard,NY,U29
13329,Dolgeville,Herkimer,Standard,NY,U15
13331,Eagle Bay,Herkimer,Standard,NY,U15
13332,Earlville,Chenango,Standard,NY,U31
13333,East Springfield,Otsego,Standard,NY,U14
13334,Eaton,Madison,Standard,NY,U30
13335,Edmeston,Otsego,Standard,NY,U14
13337,Fly Creek,Otsego,Standard,NY,U14
13338,Forestport,Oneida,Standard,NY,U29
13339,Fort Plain,Montgomery,Standard,NY,U18
13340,Frankfort,Herkimer,Standard,NY,U15
13341,Franklin Springs,Oneida,P.O. Box,NY,U29
13342,Garrattsville,Otsego,Standard,NY,U14
13343,Glenfield,Lewis,Standard,NY,U28
13345,Greig,Lewis,Standard,NY,U28
13346,Hamilton,Madison,Standard,NY,U30
13348,Hartwick,Otsego,Standard,NY,U14
13350,Herkimer,Herkimer,Standard,NY,U15
13352,Hinckley,Oneida,P.O. Box,NY,U29
13353,Hoffmeister,Hamilton,P.O. Box,NY,U22
13354,Holland Patent,Oneida,Standard,NY,U29
13355,Hubbardsville,Madison,Standard,NY,U30
13357,Ilion,Herkimer,Standard,NY,U15
13360,Inlet,Hamilton,Standard,NY,U22
13361,Jordanville,Herkimer,Standard,NY,U15
13362,Knoxboro,Oneida,P.O. Box,NY,U29
13363,Lee Center,Oneida,Standard,NY,U29
13364,Leonardsville,Madison,P.O. Box,NY,U30
